Time_stamp,User_id,Id_wisata,Rating,Nama_wisata,Genre,Rating_total
1/6/2022 6:11,Rachel,9,5,masjid 99 kubah,religi,76.2
1/6/2022 6:11,Rachel,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 6:55,Nana,1,4,pantai losari,alam,72
1/6/2022 6:55,Nana,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 6:55,Nana,3,4,malino,alam,70.8
1/6/2022 6:55,Nana,4,4,taman nasional bantimurung,alam,73.4
1/6/2022 6:55,Nana,5,4,pantai galesong,alam,69
1/6/2022 6:55,Nana,6,4,wisata londa,budaya,71
1/6/2022 6:55,Nana,7,5,museum ne'gandeng,budaya,75
1/6/2022 6:55,Nana,8,5,tanjung bira,alam,77.4
1/6/2022 6:55,Nana,9,5,masjid 99 kubah,religi,76.2
1/6/2022 6:55,Nana,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 7:02,Ucul,1,4,pantai losari,alam,72
1/6/2022 7:02,Ucul,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 7:02,Ucul,3,4,malino,alam,70.8
1/6/2022 7:02,Ucul,4,4,taman nasional bantimurung,alam,73.4
1/6/2022 7:02,Ucul,5,4,pantai galesong,alam,69
1/6/2022 7:02,Ucul,6,4,wisata londa,budaya,71
1/6/2022 7:02,Ucul,7,5,museum ne'gandeng,budaya,75
1/6/2022 7:02,Ucul,8,5,tanjung bira,alam,77.4
1/6/2022 7:02,Ucul,9,5,masjid 99 kubah,religi,76.2
1/6/2022 7:02,Ucul,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 7:04,Sukma,1,4,pantai losari,alam,72
1/6/2022 7:04,Sukma,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 7:04,Sukma,3,4,malino,alam,70.8
1/6/2022 7:04,Sukma,4,4,taman nasional bantimurung,alam,73.4
1/6/2022 7:04,Sukma,5,4,pantai galesong,alam,69
1/6/2022 7:04,Sukma,6,4,wisata londa,budaya,71
1/6/2022 7:04,Sukma,7,5,museum ne'gandeng,budaya,75
1/6/2022 7:04,Sukma,8,5,tanjung bira,alam,77.4
1/6/2022 7:04,Sukma,9,5,masjid 99 kubah,religi,76.2
1/6/2022 7:04,Sukma,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 7:15,La Ode Arjen,1,5,pantai losari,alam,72
1/6/2022 7:15,La Ode Arjen,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 7:15,La Ode Arjen,3,4,malino,alam,70.8
1/6/2022 7:15,La Ode Arjen,4,4,taman nasional bantimurung,alam,73.4
1/6/2022 7:15,La Ode Arjen,5,4,pantai galesong,alam,69
1/6/2022 7:15,La Ode Arjen,6,4,wisata londa,budaya,71
1/6/2022 7:15,La Ode Arjen,7,5,museum ne'gandeng,budaya,75
1/6/2022 7:15,La Ode Arjen,8,5,tanjung bira,alam,77.4
1/6/2022 7:15,La Ode Arjen,9,5,masjid 99 kubah,religi,76.2
1/6/2022 7:15,La Ode Arjen,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 7:45,Lailatul Fitri,1,5,pantai losari,alam,72
1/6/2022 7:45,Lailatul Fitri,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 7:45,Lailatul Fitri,3,4,malino,alam,70.8
1/6/2022 7:45,Lailatul Fitri,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 7:45,Lailatul Fitri,5,4,pantai galesong,alam,69
1/6/2022 7:45,Lailatul Fitri,6,4,wisata londa,budaya,71
1/6/2022 7:45,Lailatul Fitri,7,5,museum ne'gandeng,budaya,75
1/6/2022 7:45,Lailatul Fitri,8,5,tanjung bira,alam,77.4
1/6/2022 7:45,Lailatul Fitri,9,5,masjid 99 kubah,religi,76.2
1/6/2022 7:45,Lailatul Fitri,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 10:34,F,1,5,pantai losari,alam,72
1/6/2022 10:34,F,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 10:34,F,3,5,malino,alam,70.8
1/6/2022 10:34,F,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 10:34,F,5,4,pantai galesong,alam,69
1/6/2022 10:34,F,6,4,wisata londa,budaya,71
1/6/2022 10:34,F,7,5,museum ne'gandeng,budaya,75
1/6/2022 10:34,F,8,5,tanjung bira,alam,77.4
1/6/2022 10:34,F,9,5,masjid 99 kubah,religi,76.2
1/6/2022 10:34,F,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 10:34,A,1,5,pantai losari,alam,72
1/6/2022 10:34,A,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 10:34,A,3,5,malino,alam,70.8
1/6/2022 10:34,A,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 10:34,A,5,4,pantai galesong,alam,69
1/6/2022 10:34,A,6,5,wisata londa,budaya,71
1/6/2022 10:34,A,7,5,museum ne'gandeng,budaya,75
1/6/2022 10:34,A,8,5,tanjung bira,alam,77.4
1/6/2022 10:34,A,9,5,masjid 99 kubah,religi,76.2
1/6/2022 10:34,A,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 10:38,G,1,5,pantai losari,alam,72
1/6/2022 10:38,G,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 10:38,G,3,5,malino,alam,70.8
1/6/2022 10:38,G,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 10:38,G,5,4,pantai galesong,alam,69
1/6/2022 10:38,G,6,5,wisata londa,budaya,71
1/6/2022 10:38,G,7,5,museum ne'gandeng,budaya,75
1/6/2022 10:38,G,8,5,tanjung bira,alam,77.4
1/6/2022 10:38,G,9,5,masjid 99 kubah,religi,76.2
1/6/2022 10:38,G,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 10:39,R,1,5,pantai losari,alam,72
1/6/2022 10:39,R,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 10:39,R,3,5,malino,alam,70.8
1/6/2022 10:39,R,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 10:39,R,5,4,pantai galesong,alam,69
1/6/2022 10:39,R,6,5,wisata londa,budaya,71
1/6/2022 10:39,R,7,5,museum ne'gandeng,budaya,75
1/6/2022 10:39,R,8,5,tanjung bira,alam,77.4
1/6/2022 10:39,R,9,5,masjid 99 kubah,religi,76.2
1/6/2022 10:39,R,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 11:00,Risna ,1,5,pantai losari,alam,72
1/6/2022 11:00,Risna ,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 11:00,Risna ,3,5,malino,alam,70.8
1/6/2022 11:00,Risna ,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 11:00,Risna ,5,4,pantai galesong,alam,69
1/6/2022 11:00,Risna ,6,5,wisata londa,budaya,71
1/6/2022 11:00,Risna ,7,5,museum ne'gandeng,budaya,75
1/6/2022 11:00,Risna ,8,5,tanjung bira,alam,77.4
1/6/2022 11:00,Risna ,9,5,masjid 99 kubah,religi,76.2
1/6/2022 11:00,Risna ,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 11:47,Hera cantique,1,5,pantai losari,alam,72
1/6/2022 11:47,Hera cantique,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 11:47,Hera cantique,3,5,malino,alam,70.8
1/6/2022 11:47,Hera cantique,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 11:47,Hera cantique,5,4,pantai galesong,alam,69
1/6/2022 11:47,Hera cantique,6,5,wisata londa,budaya,71
1/6/2022 11:47,Hera cantique,7,5,museum ne'gandeng,budaya,75
1/6/2022 11:47,Hera cantique,8,5,tanjung bira,alam,77.4
1/6/2022 11:47,Hera cantique,9,5,masjid 99 kubah,religi,76.2
1/6/2022 11:47,Hera cantique,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 13:44,Vanessa,1,5,pantai losari,alam,72
1/6/2022 13:44,Vanessa,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 13:44,Vanessa,3,5,malino,alam,70.8
1/6/2022 13:44,Vanessa,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 13:44,Vanessa,5,5,pantai galesong,alam,69
1/6/2022 13:44,Vanessa,6,5,wisata londa,budaya,71
1/6/2022 13:44,Vanessa,7,5,museum ne'gandeng,budaya,75
1/6/2022 13:44,Vanessa,8,5,tanjung bira,alam,77.4
1/6/2022 13:44,Vanessa,9,5,masjid 99 kubah,religi,76.2
1/6/2022 13:44,Vanessa,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 14:19,self,1,5,pantai losari,alam,72
1/6/2022 14:19,self,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:19,self,3,5,malino,alam,70.8
1/6/2022 14:19,self,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:19,self,5,5,pantai galesong,alam,69
1/6/2022 14:19,self,6,5,wisata londa,budaya,71
1/6/2022 14:19,self,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:19,self,8,5,tanjung bira,alam,77.4
1/6/2022 14:19,self,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:19,self,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 14:19,Lalisa Manoban,1,5,pantai losari,alam,72
1/6/2022 14:19,Lalisa Manoban,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:19,Lalisa Manoban,3,5,malino,alam,70.8
1/6/2022 14:19,Lalisa Manoban,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:19,Lalisa Manoban,5,5,pantai galesong,alam,69
1/6/2022 14:19,Lalisa Manoban,6,5,wisata londa,budaya,71
1/6/2022 14:19,Lalisa Manoban,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:19,Lalisa Manoban,8,5,tanjung bira,alam,77.4
1/6/2022 14:19,Lalisa Manoban,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:19,Lalisa Manoban,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 14:20,rican,1,5,pantai losari,alam,72
1/6/2022 14:20,rican,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:20,rican,3,5,malino,alam,70.8
1/6/2022 14:20,rican,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:20,rican,5,5,pantai galesong,alam,69
1/6/2022 14:20,rican,6,5,wisata londa,budaya,71
1/6/2022 14:20,rican,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:20,rican,8,5,tanjung bira,alam,77.4
1/6/2022 14:20,rican,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:20,rican,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 14:20,Nurul,1,5,pantai losari,alam,72
1/6/2022 14:20,Nurul,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:20,Nurul,3,5,malino,alam,70.8
1/6/2022 14:20,Nurul,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:20,Nurul,5,5,pantai galesong,alam,69
1/6/2022 14:20,Nurul,6,5,wisata londa,budaya,71
1/6/2022 14:20,Nurul,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:20,Nurul,8,5,tanjung bira,alam,77.4
1/6/2022 14:20,Nurul,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:20,Nurul,10,4,benteng somba opu,prasejarah,68.6
1/6/2022 14:22,Halland,1,5,pantai losari,alam,72
1/6/2022 14:22,Halland,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:22,Halland,3,5,malino,alam,70.8
1/6/2022 14:22,Halland,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:22,Halland,5,5,pantai galesong,alam,69
1/6/2022 14:22,Halland,6,5,wisata londa,budaya,71
1/6/2022 14:22,Halland,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:22,Halland,8,5,tanjung bira,alam,77.4
1/6/2022 14:22,Halland,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:22,Halland,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:23,Tri,1,5,pantai losari,alam,72
1/6/2022 14:23,Tri,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:23,Tri,3,5,malino,alam,70.8
1/6/2022 14:23,Tri,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:23,Tri,5,5,pantai galesong,alam,69
1/6/2022 14:23,Tri,6,5,wisata londa,budaya,71
1/6/2022 14:23,Tri,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:23,Tri,8,5,tanjung bira,alam,77.4
1/6/2022 14:23,Tri,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:23,Tri,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:23,Benzema,1,5,pantai losari,alam,72
1/6/2022 14:23,Benzema,2,4,benteng rotterdam,prasejarah,68.2
1/6/2022 14:23,Benzema,3,5,malino,alam,70.8
1/6/2022 14:23,Benzema,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:23,Benzema,5,5,pantai galesong,alam,69
1/6/2022 14:23,Benzema,6,5,wisata londa,budaya,71
1/6/2022 14:23,Benzema,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:23,Benzema,8,5,tanjung bira,alam,77.4
1/6/2022 14:23,Benzema,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:23,Benzema,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:24,Lidya,1,5,pantai losari,alam,72
1/6/2022 14:24,Lidya,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:24,Lidya,3,5,malino,alam,70.8
1/6/2022 14:24,Lidya,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:24,Lidya,5,5,pantai galesong,alam,69
1/6/2022 14:24,Lidya,6,5,wisata londa,budaya,71
1/6/2022 14:24,Lidya,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:24,Lidya,8,5,tanjung bira,alam,77.4
1/6/2022 14:24,Lidya,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:24,Lidya,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:27,Incess,1,5,pantai losari,alam,72
1/6/2022 14:27,Incess,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:27,Incess,3,5,malino,alam,70.8
1/6/2022 14:27,Incess,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:27,Incess,5,5,pantai galesong,alam,69
1/6/2022 14:27,Incess,6,5,wisata londa,budaya,71
1/6/2022 14:27,Incess,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:27,Incess,8,5,tanjung bira,alam,77.4
1/6/2022 14:27,Incess,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:27,Incess,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:31,Fidaa,1,5,pantai losari,alam,72
1/6/2022 14:31,Fidaa,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:31,Fidaa,3,5,malino,alam,70.8
1/6/2022 14:31,Fidaa,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:31,Fidaa,5,5,pantai galesong,alam,69
1/6/2022 14:31,Fidaa,6,5,wisata londa,budaya,71
1/6/2022 14:31,Fidaa,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:31,Fidaa,8,5,tanjung bira,alam,77.4
1/6/2022 14:31,Fidaa,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:31,Fidaa,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:32,Saleh,1,5,pantai losari,alam,72
1/6/2022 14:32,Saleh,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:32,Saleh,3,5,malino,alam,70.8
1/6/2022 14:32,Saleh,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:32,Saleh,5,5,pantai galesong,alam,69
1/6/2022 14:32,Saleh,6,5,wisata londa,budaya,71
1/6/2022 14:32,Saleh,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:32,Saleh,8,5,tanjung bira,alam,77.4
1/6/2022 14:32,Saleh,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:32,Saleh,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:35,Fajar,1,5,pantai losari,alam,72
1/6/2022 14:35,Fajar,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:35,Fajar,3,5,malino,alam,70.8
1/6/2022 14:35,Fajar,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:35,Fajar,5,5,pantai galesong,alam,69
1/6/2022 14:35,Fajar,6,5,wisata londa,budaya,71
1/6/2022 14:35,Fajar,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:35,Fajar,8,5,tanjung bira,alam,77.4
1/6/2022 14:35,Fajar,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:35,Fajar,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:36,Nadir,1,5,pantai losari,alam,72
1/6/2022 14:36,Nadir,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:36,Nadir,3,5,malino,alam,70.8
1/6/2022 14:36,Nadir,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:36,Nadir,5,5,pantai galesong,alam,69
1/6/2022 14:36,Nadir,6,5,wisata londa,budaya,71
1/6/2022 14:36,Nadir,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:36,Nadir,8,5,tanjung bira,alam,77.4
1/6/2022 14:36,Nadir,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:36,Nadir,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:36,Israk,1,5,pantai losari,alam,72
1/6/2022 14:36,Israk,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:36,Israk,3,5,malino,alam,70.8
1/6/2022 14:36,Israk,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:36,Israk,5,5,pantai galesong,alam,69
1/6/2022 14:36,Israk,6,5,wisata londa,budaya,71
1/6/2022 14:36,Israk,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:36,Israk,8,5,tanjung bira,alam,77.4
1/6/2022 14:36,Israk,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:36,Israk,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 14:37,Rahma,1,5,pantai losari,alam,72
1/6/2022 14:37,Rahma,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 14:37,Rahma,3,5,malino,alam,70.8
1/6/2022 14:37,Rahma,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 14:37,Rahma,5,5,pantai galesong,alam,69
1/6/2022 14:37,Rahma,6,5,wisata londa,budaya,71
1/6/2022 14:37,Rahma,7,5,museum ne'gandeng,budaya,75
1/6/2022 14:37,Rahma,8,5,tanjung bira,alam,77.4
1/6/2022 14:37,Rahma,9,5,masjid 99 kubah,religi,76.2
1/6/2022 14:37,Rahma,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 16:44,Joy,1,5,pantai losari,alam,72
1/6/2022 16:44,Joy,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 16:44,Joy,3,5,malino,alam,70.8
1/6/2022 16:44,Joy,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 16:44,Joy,5,5,pantai galesong,alam,69
1/6/2022 16:44,Joy,6,5,wisata londa,budaya,71
1/6/2022 16:44,Joy,7,5,museum ne'gandeng,budaya,75
1/6/2022 16:44,Joy,8,5,tanjung bira,alam,77.4
1/6/2022 16:44,Joy,9,5,masjid 99 kubah,religi,76.2
1/6/2022 16:44,Joy,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 19:16,Arsar,1,5,pantai losari,alam,72
1/6/2022 19:16,Arsar,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 19:16,Arsar,3,5,malino,alam,70.8
1/6/2022 19:16,Arsar,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 19:16,Arsar,5,5,pantai galesong,alam,69
1/6/2022 19:16,Arsar,6,5,wisata londa,budaya,71
1/6/2022 19:16,Arsar,7,5,museum ne'gandeng,budaya,75
1/6/2022 19:16,Arsar,8,5,tanjung bira,alam,77.4
1/6/2022 19:16,Arsar,9,5,masjid 99 kubah,religi,76.2
1/6/2022 19:16,Arsar,10,5,benteng somba opu,prasejarah,68.6
1/6/2022 19:32,Hasan,1,5,pantai losari,alam,72
1/6/2022 19:32,Hasan,2,5,benteng rotterdam,prasejarah,68.2
1/6/2022 19:32,Hasan,3,5,malino,alam,70.8
1/6/2022 19:32,Hasan,4,5,taman nasional bantimurung,alam,73.4
1/6/2022 19:32,Hasan,5,5,pantai galesong,alam,69
1/6/2022 19:32,Hasan,6,5,wisata londa,budaya,71
1/6/2022 19:32,Hasan,7,5,museum ne'gandeng,budaya,75
1/6/2022 19:32,Hasan,8,5,tanjung bira,alam,77.4
1/6/2022 19:32,Hasan,9,5,masjid 99 kubah,religi,76.2
1/6/2022 19:32,Hasan,10,5,benteng somba opu,prasejarah,68.6
1/7/2022 9:00,Liaaa,1,5,pantai losari,alam,72
1/7/2022 9:00,Liaaa,2,5,benteng rotterdam,prasejarah,68.2
1/7/2022 9:00,Liaaa,3,5,malino,alam,70.8
1/7/2022 9:00,Liaaa,4,5,taman nasional bantimurung,alam,73.4
1/7/2022 9:00,Liaaa,5,5,pantai galesong,alam,69
1/7/2022 9:00,Liaaa,6,5,wisata londa,budaya,71
1/7/2022 9:00,Liaaa,7,5,museum ne'gandeng,budaya,75
1/7/2022 9:00,Liaaa,8,5,tanjung bira,alam,77.4
1/7/2022 9:00,Liaaa,9,5,masjid 99 kubah,religi,76.2
1/7/2022 9:00,Liaaa,10,5,benteng somba opu,prasejarah,68.6
1/7/2022 9:45,Fritz,1,5,pantai losari,alam,72
1/7/2022 9:45,Fritz,2,5,benteng rotterdam,prasejarah,68.2
1/7/2022 9:45,Fritz,3,5,malino,alam,70.8
1/7/2022 9:45,Fritz,4,5,taman nasional bantimurung,alam,73.4
1/7/2022 9:45,Fritz,5,5,pantai galesong,alam,69
1/7/2022 9:45,Fritz,6,5,wisata londa,budaya,71
1/7/2022 9:45,Fritz,7,5,museum ne'gandeng,budaya,75
1/7/2022 9:45,Fritz,8,5,tanjung bira,alam,77.4
1/7/2022 9:45,Fritz,9,5,masjid 99 kubah,religi,76.2
1/7/2022 9:45,Fritz,10,5,benteng somba opu,prasejarah,68.6
1/7/2022 13:39,Shelly,1,5,pantai losari,alam,72
1/7/2022 13:39,Shelly,2,5,benteng rotterdam,prasejarah,68.2
1/7/2022 13:39,Shelly,3,5,malino,alam,70.8
1/7/2022 13:39,Shelly,4,5,taman nasional bantimurung,alam,73.4
1/7/2022 13:39,Shelly,5,5,pantai galesong,alam,69
1/7/2022 13:39,Shelly,6,5,wisata londa,budaya,71
1/7/2022 13:39,Shelly,7,5,museum ne'gandeng,budaya,75
1/7/2022 13:39,Shelly,8,5,tanjung bira,alam,77.4
1/7/2022 13:39,Shelly,9,5,masjid 99 kubah,religi,76.2
1/7/2022 13:39,Shelly,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:51,Ahr,1,5,pantai losari,alam,72
1/8/2022 20:51,Ahr,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:51,Ahr,3,5,malino,alam,70.8
1/8/2022 20:51,Ahr,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:51,Ahr,5,5,pantai galesong,alam,69
1/8/2022 20:51,Ahr,6,5,wisata londa,budaya,71
1/8/2022 20:51,Ahr,7,5,museum ne'gandeng,budaya,75
1/8/2022 20:51,Ahr,8,5,tanjung bira,alam,77.4
1/8/2022 20:51,Ahr,9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:51,Ahr,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:52,J,1,5,pantai losari,alam,72
1/8/2022 20:52,J,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:52,J,3,5,malino,alam,70.8
1/8/2022 20:52,J,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:52,J,5,5,pantai galesong,alam,69
1/8/2022 20:52,J,6,5,wisata londa,budaya,71
1/8/2022 20:52,J,7,5,museum ne'gandeng,budaya,75
1/8/2022 20:52,J,8,5,tanjung bira,alam,77.4
1/8/2022 20:52,J,9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:52,J,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:52,Kd,1,5,pantai losari,alam,72
1/8/2022 20:52,Kd,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:52,Kd,3,5,malino,alam,70.8
1/8/2022 20:52,Kd,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:52,Kd,5,5,pantai galesong,alam,69
1/8/2022 20:52,Kd,6,5,wisata londa,budaya,71
1/8/2022 20:52,Kd,7,5,museum ne'gandeng,budaya,75
1/8/2022 20:52,Kd,8,5,tanjung bira,alam,77.4
1/8/2022 20:52,Kd,9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:52,Kd,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:55,Sebut saja mawar :),1,5,pantai losari,alam,72
1/8/2022 20:55,Sebut saja mawar :),2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:55,Sebut saja mawar :),3,5,malino,alam,70.8
1/8/2022 20:55,Sebut saja mawar :),4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:55,Sebut saja mawar :),5,5,pantai galesong,alam,69
1/8/2022 20:55,Sebut saja mawar :),6,5,wisata londa,budaya,71
1/8/2022 20:55,Sebut saja mawar :),7,5,museum ne'gandeng,budaya,75
1/8/2022 20:55,Sebut saja mawar :),8,5,tanjung bira,alam,77.4
1/8/2022 20:55,Sebut saja mawar :),9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:55,Sebut saja mawar :),10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:56,Ana kurniawati,1,5,pantai losari,alam,72
1/8/2022 20:56,Ana kurniawati,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:56,Ana kurniawati,3,5,malino,alam,70.8
1/8/2022 20:56,Ana kurniawati,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:56,Ana kurniawati,5,5,pantai galesong,alam,69
1/8/2022 20:56,Ana kurniawati,6,5,wisata londa,budaya,71
1/8/2022 20:56,Ana kurniawati,7,5,museum ne'gandeng,budaya,75
1/8/2022 20:56,Ana kurniawati,8,5,tanjung bira,alam,77.4
1/8/2022 20:56,Ana kurniawati,9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:56,Ana kurniawati,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 20:59,Wumi paraumaina,1,5,pantai losari,alam,72
1/8/2022 20:59,Wumi paraumaina,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 20:59,Wumi paraumaina,3,5,malino,alam,70.8
1/8/2022 20:59,Wumi paraumaina,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 20:59,Wumi paraumaina,5,5,pantai galesong,alam,69
1/8/2022 20:59,Wumi paraumaina,6,5,wisata londa,budaya,71
1/8/2022 20:59,Wumi paraumaina,7,5,museum ne'gandeng,budaya,75
1/8/2022 20:59,Wumi paraumaina,8,5,tanjung bira,alam,77.4
1/8/2022 20:59,Wumi paraumaina,9,5,masjid 99 kubah,religi,76.2
1/8/2022 20:59,Wumi paraumaina,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 21:02,Franster,1,5,pantai losari,alam,72
1/8/2022 21:02,Franster,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 21:02,Franster,3,5,malino,alam,70.8
1/8/2022 21:02,Franster,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 21:02,Franster,5,5,pantai galesong,alam,69
1/8/2022 21:02,Franster,6,5,wisata londa,budaya,71
1/8/2022 21:02,Franster,7,5,museum ne'gandeng,budaya,75
1/8/2022 21:02,Franster,8,5,tanjung bira,alam,77.4
